Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Sun, Nov 30, 2014",8:00 pm,Box Score,Orlando Magic,93.0,Phoenix Suns,90.0,,
"Sun, Nov 30, 2014",9:00 pm,Box Score,Minnesota Timberwolves,93.0,Portland Trail Blazers,107.0,,
"Sun, Nov 30, 2014",6:00 pm,Box Score,Memphis Grizzlies,97.0,Sacramento Kings,85.0,,
December,,,,,,,,
"Mon, Dec 1, 2014",10:30 pm,Box Score,Minnesota Timberwolves,101.0,Los Angeles Clippers,127.0,,
"Mon, Dec 1, 2014",7:00 pm,Box Score,San Antonio Spurs,109.0,Philadelphia 76ers,103.0,,
"Mon, Dec 1, 2014",9:00 pm,Box Score,Denver Nuggets,103.0,Utah Jazz,101.0,,
"Mon, Dec 1, 2014",7:00 pm,Box Score,Miami Heat,86.0,Washington Wizards,107.0,,
"Tue, Dec 2, 2014",7:30 pm,Box Score,Boston Celtics,105.0,Atlanta Hawks,109.0,,
"Tue, Dec 2, 2014",8:00 pm,Box Score,Dallas Mavericks,132.0,Chicago Bulls,129.0,2OT,
"Tue, Dec 2, 2014",7:00 pm,Box Score,Milwaukee Bucks,108.0,Cleveland Cavaliers,111.0,,
"Tue, Dec 2, 2014",9:00 pm,Box Score,Portland Trail Blazers,105.0,Denver Nuggets,103.0,,
"Tue, Dec 2, 2014",7:30 pm,Box Score,Los Angeles Lakers,106.0,Detroit Pistons,96.0,,
"Tue, Dec 2, 2014",10:30 pm,Box Score,Orlando Magic,97.0,Golden State Warriors,98.0,,
"Tue, Dec 2, 2014",8:00 pm,Box Score,Oklahoma City Thunder,104.0,New Orleans Pelicans,112.0,,
"Tue, Dec 2, 2014",7:30 pm,Box Score,Brooklyn Nets,98.0,New York Knicks,93.0,,
"Tue, Dec 2, 2014",9:00 pm,Box Score,Indiana Pacers,99.0,Phoenix Suns,116.0,,
"Tue, Dec 2, 2014",10:00 pm,Box Score,Toronto Raptors,117.0,Sacramento Kings,109.0,,
"Wed, Dec 3, 2014",7:30 pm,Box Score,Detroit Pistons,102.0,Boston Celtics,109.0,OT,
"Wed, Dec 3, 2014",7:30 pm,Box Score,San Antonio Spurs,93.0,Brooklyn Nets,95.0,OT,
"Wed, Dec 3, 2014",7:00 pm,Box Score,Chicago Bulls,102.0,Charlotte Hornets,95.0,,
"Wed, Dec 3, 2014",8:00 pm,Box Score,Memphis Grizzlies,96.0,Houston Rockets,105.0,,
"Wed, Dec 3, 2014",10:30 pm,Box Score,Orlando Magic,86.0,Los Angeles Clippers,114.0,,
"Wed, Dec 3, 2014",7:30 pm,Box Score,Atlanta Hawks,112.0,Miami Heat,102.0,,
"Wed, Dec 3, 2014",8:00 pm,Box Score,Dallas Mavericks,107.0,Milwaukee Bucks,105.0,,
"Wed, Dec 3, 2014",8:00 pm,Box Score,Philadelphia 76ers,85.0,Minnesota Timberwolves,77.0,,
"Wed, Dec 3, 2014",9:00 pm,Box Score,Toronto Raptors,123.0,Utah Jazz,104.0,,
"Wed, Dec 3, 2014",7:00 pm,Box Score,Los Angeles Lakers,95.0,Washington Wizards,111.0,,
"Thu, Dec 4, 2014",10:30 pm,Box Score,New Orleans Pelicans,85.0,Golden State Warriors,112.0,,
"Thu, Dec 4, 2014",8:00 pm,Box Score,Cleveland Cavaliers,90.0,New York Knicks,87.0,,
"Thu, Dec 4, 2014",10:00 pm,Box Score,Indiana Pacers,82.0,Portland Trail Blazers,88.0,,
"Fri, Dec 5, 2014",7:30 pm,Box Score,Los Angeles Lakers,96.0,Boston Celtics,113.0,,
"Fri, Dec 5, 2014",7:30 pm,Box Score,Atlanta Hawks,98.0,Brooklyn Nets,75.0,,
"Fri, Dec 5, 2014",7:00 pm,Box Score,New York Knicks,102.0,Charlotte Hornets,103.0,,
"Fri, Dec 5, 2014",8:30 pm,Box Score,Phoenix Suns,118.0,Dallas Mavericks,106.0,,
"Fri, Dec 5, 2014",8:00 pm,Box Score,San Antonio Spurs,107.0,Memphis Grizzlies,101.0,,
"Fri, Dec 5, 2014",8:30 pm,Box Score,Miami Heat,85.0,Milwaukee Bucks,109.0,,
"Fri, Dec 5, 2014",8:00 pm,Box Score,Houston Rockets,114.0,Minnesota Timberwolves,112.0,OT,
"Fri, Dec 5, 2014",7:00 pm,Box Score,Oklahoma City Thunder,103.0,Philadelphia 76ers,91.0,,
"Fri, Dec 5, 2014",10:00 pm,Box Score,Indiana Pacers,101.0,Sacramento Kings,102.0,OT,
"Fri, Dec 5, 2014",7:30 pm,Box Score,Cleveland Cavaliers,105.0,Toronto Raptors,91.0,,
"Fri, Dec 5, 2014",9:00 pm,Box Score,Orlando Magic,98.0,Utah Jazz,93.0,,
"Fri, Dec 5, 2014",7:00 pm,Box Score,Denver Nuggets,89.0,Washington Wizards,119.0,,
"Sat, Dec 6, 2014",8:00 pm,Box Score,Golden State Warriors,112.0,Chicago Bulls,102.0,,
"Sat, Dec 6, 2014",7:30 pm,Box Score,Philadelphia 76ers,108.0,Detroit Pistons,101.0,OT,
"Sat, Dec 6, 2014",8:00 pm,Box Score,Phoenix Suns,95.0,Houston Rockets,100.0,,
"Sat, Dec 6, 2014",10:30 pm,Box Score,New Orleans Pelicans,100.0,Los Angeles Clippers,120.0,,
"Sat, Dec 6, 2014",10:00 pm,Box Score,Orlando Magic,105.0,Sacramento Kings,96.0,,
"Sat, Dec 6, 2014",8:30 pm,Box Score,Minnesota Timberwolves,101.0,San Antonio Spurs,123.0,,
"Sun, Dec 7, 2014",3:30 pm,Box Score,Denver Nuggets,84.0,Atlanta Hawks,96.0,,
"Sun, Dec 7, 2014",1:00 pm,Box Score,Washington Wizards,93.0,Boston Celtics,101.0,,
"Sun, Dec 7, 2014",7:30 pm,Box Score,Milwaukee Bucks,102.0,Dallas Mavericks,125.0,,
"Sun, Dec 7, 2014",6:00 pm,Box Score,Oklahoma City Thunder,96.0,Detroit Pistons,94.0,,
"Sun, Dec 7, 2014",9:30 pm,Box Score,New Orleans Pelicans,104.0,Los Angeles Lakers,87.0,,
"Sun, Dec 7, 2014",6:00 pm,Box Score,Miami Heat,87.0,Memphis Grizzlies,103.0,,
"Sun, Dec 7, 2014",7:30 pm,Box Score,Portland Trail Blazers,103.0,New York Knicks,99.0,,
"Mon, Dec 8, 2014",7:30 pm,Box Score,Cleveland Cavaliers,110.0,Brooklyn Nets,88.0,,
"Mon, Dec 8, 2014",7:00 pm,Box Score,Atlanta Hawks,108.0,Indiana Pacers,92.0,,
"Mon, Dec 8, 2014",10:30 pm,Box Score,Phoenix Suns,120.0,Los Angeles Clippers,121.0,OT,
"Mon, Dec 8, 2014",8:00 pm,Box Score,Golden State Warriors,102.0,Minnesota Timberwolves,86.0,,
"Mon, Dec 8, 2014",10:00 pm,Box Score,Utah Jazz,92.0,Sacramento Kings,101.0,,
"Mon, Dec 8, 2014",7:30 pm,Box Score,Denver Nuggets,107.0,Toronto Raptors,112.0,OT,
"Mon, Dec 8, 2014",7:00 pm,Box Score,Boston Celtics,132.0,Washington Wizards,133.0,2OT,
"Tue, Dec 9, 2014",7:00 pm,Box Score,Toronto Raptors,101.0,Cleveland Cavaliers,105.0,,
"Tue, Dec 9, 2014",7:30 pm,Box Score,Portland Trail Blazers,98.0,Detroit Pistons,86.0,,
"Tue, Dec 9, 2014",10:30 pm,Box Score,Sacramento Kings,95.0,Los Angeles Lakers,98.0,,
"Tue, Dec 9, 2014",8:00 pm,Box Score,Dallas Mavericks,105.0,Memphis Grizzlies,114.0,,
"Tue, Dec 9, 2014",8:00 pm,Box Score,New York Knicks,93.0,New Orleans Pelicans,104.0,,
"Tue, Dec 9, 2014",8:00 pm,Box Score,Milwaukee Bucks,101.0,Oklahoma City Thunder,114.0,,
"Tue, Dec 9, 2014",9:00 pm,Box Score,Miami Heat,103.0,Phoenix Suns,97.0,,
"Tue, Dec 9, 2014",9:00 pm,Box Score,San Antonio Spurs,96.0,Utah Jazz,100.0,,
"Wed, Dec 10, 2014",7:30 pm,Box Score,Philadelphia 76ers,79.0,Atlanta Hawks,95.0,,
"Wed, Dec 10, 2014",8:00 pm,Box Score,Brooklyn Nets,80.0,Chicago Bulls,105.0,,
"Wed, Dec 10, 2014",7:00 pm,Box Score,Boston Celtics,87.0,Charlotte Hornets,96.0,,
"Wed, Dec 10, 2014",8:00 pm,Box Score,New Orleans Pelicans,107.0,Dallas Mavericks,112.0,,
"Wed, Dec 10, 2014",10:30 pm,Box Score,Miami Heat,82.0,Denver Nuggets,102.0,,
"Wed, Dec 10, 2014",10:30 pm,Box Score,Houston Rockets,93.0,Golden State Warriors,105.0,,
"Wed, Dec 10, 2014",7:00 pm,Box Score,Los Angeles Clippers,103.0,Indiana Pacers,96.0,,
"Wed, Dec 10, 2014",8:00 pm,Box Score,Portland Trail Blazers,82.0,Minnesota Timberwolves,90.0,,
"Wed, Dec 10, 2014",7:00 pm,Box Score,Washington Wizards,91.0,Orlando Magic,89.0,,
"Wed, Dec 10, 2014",8:30 pm,Box Score,New York Knicks,95.0,San Antonio Spurs,109.0,,
"Thu, Dec 11, 2014",8:00 pm,Box Score,Cleveland Cavaliers,94.0,Oklahoma City Thunder,103.0,,
"Thu, Dec 11, 2014",10:30 pm,Box Score,Houston Rockets,113.0,Sacramento Kings,109.0,OT,
"Fri, Dec 12, 2014",7:30 pm,Box Score,Orlando Magic,81.0,Atlanta Hawks,87.0,,
"Fri, Dec 12, 2014",7:30 pm,Box Score,New York Knicks,101.0,Boston Celtics,95.0,,
"Fri, Dec 12, 2014",7:30 pm,Box Score,Philadelphia 76ers,70.0,Brooklyn Nets,88.0,,
"Fri, Dec 12, 2014",7:00 pm,Box Score,Portland Trail Blazers,106.0,Chicago Bulls,115.0,,
"Fri, Dec 12, 2014",8:00 pm,Box Score,Charlotte Hornets,107.0,Memphis Grizzlies,113.0,2OT,
"Fri, Dec 12, 2014",8:00 pm,Box Score,Oklahoma City Thunder,111.0,Minnesota Timberwolves,92.0,,
"Fri, Dec 12, 2014",8:00 pm,Box Score,Cleveland Cavaliers,114.0,New Orleans Pelicans,119.0,,
"Fri, Dec 12, 2014",9:00 pm,Box Score,Detroit Pistons,105.0,Phoenix Suns,103.0,,
"Fri, Dec 12, 2014",9:30 pm,Box Score,Los Angeles Lakers,112.0,San Antonio Spurs,110.0,OT,
"Fri, Dec 12, 2014",7:30 pm,Box Score,Indiana Pacers,94.0,Toronto Raptors,106.0,,
"Fri, Dec 12, 2014",9:00 pm,Box Score,Miami Heat,100.0,Utah Jazz,95.0,,
"Fri, Dec 12, 2014",7:00 pm,Box Score,Los Angeles Clippers,96.0,Washington Wizards,104.0,,
"Sat, Dec 13, 2014",7:00 pm,Box Score,Brooklyn Nets,114.0,Charlotte Hornets,87.0,,
"Sat, Dec 13, 2014",2:00 pm,Box Score,Golden State Warriors,105.0,Dallas Mavericks,98.0,,
"Sat, Dec 13, 2014",8:00 pm,Box Score,Denver Nuggets,96.0,Houston Rockets,108.0,,
"Sat, Dec 13, 2014",7:00 pm,Box Score,Portland Trail Blazers,95.0,Indiana Pacers,85.0,,
"Sat, Dec 13, 2014",7:30 pm,Box Score,Los Angeles Clippers,106.0,Milwaukee Bucks,111.0,,
"Sat, Dec 13, 2014",7:00 pm,Box Score,Atlanta Hawks,99.0,Orlando Magic,100.0,,
"Sat, Dec 13, 2014",7:30 pm,Box Score,Memphis Grizzlies,120.0,Philadelphia 76ers,115.0,OT,
"Sat, Dec 13, 2014",10:00 pm,Box Score,Detroit Pistons,95.0,Sacramento Kings,90.0,,
"Sun, Dec 14, 2014",8:00 pm,Box Score,San Antonio Spurs,99.0,Denver Nuggets,91.0,,
"Sun, Dec 14, 2014",6:00 pm,Box Score,Chicago Bulls,93.0,Miami Heat,75.0,,
"Sun, Dec 14, 2014",7:00 pm,Box Score,Los Angeles Lakers,100.0,Minnesota Timberwolves,94.0,,
"Sun, Dec 14, 2014",6:00 pm,Box Score,Golden State Warriors,128.0,New Orleans Pelicans,122.0,OT,
"Sun, Dec 14, 2014",7:30 pm,Box Score,Toronto Raptors,95.0,New York Knicks,90.0,OT,
"Sun, Dec 14, 2014",7:00 pm,Box Score,Phoenix Suns,88.0,Oklahoma City Thunder,112.0,,
"Sun, Dec 14, 2014",6:00 pm,Box Score,Utah Jazz,84.0,Washington Wizards,93.0,,
"Mon, Dec 15, 2014",7:30 pm,Box Score,Chicago Bulls,86.0,Atlanta Hawks,93.0,,
"Mon, Dec 15, 2014",7:00 pm,Box Score,Charlotte Hornets,88.0,Cleveland Cavaliers,97.0,,
"Mon, Dec 15, 2014",7:00 pm,Box Score,Los Angeles Lakers,91.0,Indiana Pacers,110.0,,
"Mon, Dec 15, 2014",10:30 pm,Box Score,Detroit Pistons,91.0,Los Angeles Clippers,113.0,,
"Mon, Dec 15, 2014",7:00 pm,Box Score,Boston Celtics,105.0,Philadelphia 76ers,87.0,,
"Mon, Dec 15, 2014",9:00 pm,Box Score,Milwaukee Bucks,96.0,Phoenix Suns,94.0,,
"Mon, Dec 15, 2014",10:00 pm,Box Score,San Antonio Spurs,95.0,Portland Trail Blazers,108.0,,
"Mon, Dec 15, 2014",7:30 pm,Box Score,Orlando Magic,82.0,Toronto Raptors,95.0,,
"Tue, Dec 16, 2014",7:30 pm,Box Score,Miami Heat,95.0,Brooklyn Nets,91.0,,
"Tue, Dec 16, 2014",8:00 pm,Box Score,Golden State Warriors,98.0,Memphis Grizzlies,105.0,,
"Tue, Dec 16, 2014",8:00 pm,Box Score,Utah Jazz,111.0,New Orleans Pelicans,119.0,,
"Tue, Dec 16, 2014",8:00 pm,Box Score,Dallas Mavericks,107.0,New York Knicks,87.0,,
"Tue, Dec 16, 2014",10:30 pm,Box Score,Oklahoma City Thunder,104.0,Sacramento Kings,92.0,,
"Tue, Dec 16, 2014",7:00 pm,Box Score,Minnesota Timberwolves,95.0,Washington Wizards,109.0,,
"Wed, Dec 17, 2014",7:30 pm,Box Score,Orlando Magic,92.0,Boston Celtics,109.0,,
"Wed, Dec 17, 2014",7:00 pm,Box Score,Phoenix Suns,111.0,Charlotte Hornets,106.0,,
"Wed, Dec 17, 2014",7:00 pm,Box Score,Atlanta Hawks,127.0,Cleveland Cavaliers,98.0,,
"Wed, Dec 17, 2014",10:30 pm,Box Score,Houston Rockets,115.0,Denver Nuggets,111.0,OT,
"Wed, Dec 17, 2014",7:30 pm,Box Score,Dallas Mavericks,117.0,Detroit Pistons,106.0,,
"Wed, Dec 17, 2014",10:30 pm,Box Score,Indiana Pacers,100.0,Los Angeles Clippers,102.0,,
"Wed, Dec 17, 2014",7:30 pm,Box Score,Utah Jazz,105.0,Miami Heat,87.0,,
"Wed, Dec 17, 2014",10:00 pm,Box Score,Milwaukee Bucks,97.0,Portland Trail Blazers,104.0,,
"Wed, Dec 17, 2014",8:30 pm,Box Score,Memphis Grizzlies,117.0,San Antonio Spurs,116.0,3OT,
"Wed, Dec 17, 2014",8:00 pm,Box Score,Brooklyn Nets,89.0,Toronto Raptors,105.0,,
"Thu, Dec 18, 2014",8:00 pm,Box Score,New York Knicks,97.0,Chicago Bulls,103.0,,
"Thu, Dec 18, 2014",10:30 pm,Box Score,Oklahoma City Thunder,109.0,Golden State Warriors,114.0,,
"Thu, Dec 18, 2014",8:30 pm,Box Score,New Orleans Pelicans,99.0,Houston Rockets,90.0,,
"Thu, Dec 18, 2014",10:00 pm,Box Score,Milwaukee Bucks,108.0,Sacramento Kings,107.0,,
"Fri, Dec 19, 2014",7:30 pm,Box Score,Minnesota Timberwolves,98.0,Boston Celtics,114.0,,
"Fri, Dec 19, 2014",7:30 pm,Box Score,Brooklyn Nets,91.0,Cleveland Cavaliers,95.0,,
"Fri, Dec 19, 2014",9:00 pm,Box Score,Los Angeles Clippers,106.0,Denver Nuggets,109.0,,
"Fri, Dec 19, 2014",7:30 pm,Box Score,Toronto Raptors,110.0,Detroit Pistons,100.0,,
"Fri, Dec 19, 2014",10:30 pm,Box Score,Oklahoma City Thunder,104.0,Los Angeles Lakers,103.0,,
"Fri, Dec 19, 2014",8:00 pm,Box Score,Chicago Bulls,103.0,Memphis Grizzlies,97.0,,
"Fri, Dec 19, 2014",7:30 pm,Box Score,Washington Wizards,105.0,Miami Heat,103.0,,
"Fri, Dec 19, 2014",7:00 pm,Box Score,Utah Jazz,101.0,Orlando Magic,94.0,,
"Fri, Dec 19, 2014",7:00 pm,Box Score,Charlotte Hornets,109.0,Philadelphia 76ers,91.0,,
"Fri, Dec 19, 2014",8:00 pm,Box Score,Portland Trail Blazers,129.0,San Antonio Spurs,119.0,3OT,
"Sat, Dec 20, 2014",7:00 pm,Box Score,Utah Jazz,86.0,Charlotte Hornets,104.0,,
"Sat, Dec 20, 2014",8:30 pm,Box Score,San Antonio Spurs,93.0,Dallas Mavericks,99.0,,
"Sat, Dec 20, 2014",9:00 pm,Box Score,Indiana Pacers,73.0,Denver Nuggets,76.0,,
"Sat, Dec 20, 2014",8:00 pm,Box Score,Atlanta Hawks,104.0,Houston Rockets,97.0,,
"Sat, Dec 20, 2014",10:30 pm,Box Score,Milwaukee Bucks,102.0,Los Angeles Clippers,106.0,,
"Sat, Dec 20, 2014",7:00 pm,Box Score,Portland Trail Blazers,114.0,New Orleans Pelicans,88.0,,
"Sat, Dec 20, 2014",1:00 pm,Box Score,Phoenix Suns,99.0,New York Knicks,90.0,,
"Sun, Dec 21, 2014",6:00 pm,Box Score,Detroit Pistons,105.0,Brooklyn Nets,110.0,,
"Sun, Dec 21, 2014",4:30 pm,Box Score,Memphis Grizzlies,91.0,Cleveland Cavaliers,105.0,,
"Sun, Dec 21, 2014",6:00 pm,Box Score,Boston Celtics,84.0,Miami Heat,100.0,,
"Sun, Dec 21, 2014",7:00 pm,Box Score,Indiana Pacers,100.0,Minnesota Timberwolves,96.0,,
"Sun, Dec 21, 2014",7:00 pm,Box Score,New Orleans Pelicans,101.0,Oklahoma City Thunder,99.0,,
"Sun, Dec 21, 2014",6:00 pm,Box Score,Philadelphia 76ers,96.0,Orlando Magic,88.0,,
"Sun, Dec 21, 2014",6:00 pm,Box Score,Los Angeles Lakers,101.0,Sacramento Kings,108.0,,
"Sun, Dec 21, 2014",3:30 pm,Box Score,New York Knicks,108.0,Toronto Raptors,118.0,,
"Sun, Dec 21, 2014",6:00 pm,Box Score,Phoenix Suns,104.0,Washington Wizards,92.0,,
"Mon, Dec 22, 2014",8:00 pm,Box Score,Toronto Raptors,120.0,Chicago Bulls,129.0,,
"Mon, Dec 22, 2014",7:00 pm,Box Score,Denver Nuggets,82.0,Charlotte Hornets,110.0,,
"Mon, Dec 22, 2014",8:30 pm,Box Score,Atlanta Hawks,105.0,Dallas Mavericks,102.0,,
"Mon, Dec 22, 2014",10:30 pm,Box Score,Sacramento Kings,108.0,Golden State Warriors,128.0,,
"Mon, Dec 22, 2014",8:00 pm,Box Score,Portland Trail Blazers,95.0,Houston Rockets,110.0,,
"Mon, Dec 22, 2014",8:00 pm,Box Score,Utah Jazz,97.0,Memphis Grizzlies,91.0,,
"Mon, Dec 22, 2014",8:30 pm,Box Score,Los Angeles Clippers,118.0,San Antonio Spurs,125.0,,
"Tue, Dec 23, 2014",7:30 pm,Box Score,Los Angeles Clippers,104.0,Atlanta Hawks,107.0,,
"Tue, Dec 23, 2014",7:30 pm,Box Score,Denver Nuggets,96.0,Brooklyn Nets,102.0,,
"Tue, Dec 23, 2014",7:00 pm,Box Score,Minnesota Timberwolves,104.0,Cleveland Cavaliers,125.0,,
"Tue, Dec 23, 2014",7:00 pm,Box Score,New Orleans Pelicans,84.0,Indiana Pacers,96.0,,
"Tue, Dec 23, 2014",10:30 pm,Box Score,Golden State Warriors,105.0,Los Angeles Lakers,115.0,,
"Tue, Dec 23, 2014",7:30 pm,Box Score,Philadelphia 76ers,91.0,Miami Heat,87.0,,
"Tue, Dec 23, 2014",8:00 pm,Box Score,Charlotte Hornets,108.0,Milwaukee Bucks,101.0,,
"Tue, Dec 23, 2014",8:00 pm,Box Score,Portland Trail Blazers,115.0,Oklahoma City Thunder,111.0,OT,
"Tue, Dec 23, 2014",7:00 pm,Box Score,Boston Celtics,95.0,Orlando Magic,100.0,,
"Tue, Dec 23, 2014",9:00 pm,Box Score,Dallas Mavericks,115.0,Phoenix Suns,124.0,,
"Tue, Dec 23, 2014",7:00 pm,Box Score,Chicago Bulls,99.0,Washington Wizards,91.0,,
"Thu, Dec 25, 2014",8:00 pm,Box Score,Los Angeles Lakers,93.0,Chicago Bulls,113.0,,
"Thu, Dec 25, 2014",10:30 pm,Box Score,Golden State Warriors,86.0,Los Angeles Clippers,100.0,,
"Thu, Dec 25, 2014",5:00 pm,Box Score,Cleveland Cavaliers,91.0,Miami Heat,101.0,,
"Thu, Dec 25, 2014",12:00 pm,Box Score,Washington Wizards,102.0,New York Knicks,91.0,,
"Thu, Dec 25, 2014",2:30 pm,Box Score,Oklahoma City Thunder,114.0,San Antonio Spurs,106.0,,
"Fri, Dec 26, 2014",7:30 pm,Box Score,Milwaukee Bucks,107.0,Atlanta Hawks,77.0,,
"Fri, Dec 26, 2014",1:00 pm,Box Score,Brooklyn Nets,109.0,Boston Celtics,107.0,,
"Fri, Dec 26, 2014",8:30 pm,Box Score,Los Angeles Lakers,98.0,Dallas Mavericks,102.0,,
"Fri, Dec 26, 2014",9:00 pm,Box Score,Minnesota Timberwolves,102.0,Denver Nuggets,106.0,,
"Fri, Dec 26, 2014",7:30 pm,Box Score,Indiana Pacers,109.0,Detroit Pistons,119.0,,
"Fri, Dec 26, 2014",8:00 pm,Box Score,Houston Rockets,117.0,Memphis Grizzlies,111.0,OT,
"Fri, Dec 26, 2014",8:00 pm,Box Score,San Antonio Spurs,90.0,New Orleans Pelicans,97.0,,
"Fri, Dec 26, 2014",8:00 pm,Box Score,Charlotte Hornets,75.0,Oklahoma City Thunder,98.0,,
"Fri, Dec 26, 2014",7:00 pm,Box Score,Cleveland Cavaliers,98.0,Orlando Magic,89.0,,
"Fri, Dec 26, 2014",10:00 pm,Box Score,Philadelphia 76ers,93.0,Portland Trail Blazers,114.0,,
"Fri, Dec 26, 2014",10:00 pm,Box Score,Phoenix Suns,115.0,Sacramento Kings,106.0,,
"Sat, Dec 27, 2014",8:00 pm,Box Score,Indiana Pacers,110.0,Brooklyn Nets,85.0,,
"Sat, Dec 27, 2014",8:00 pm,Box Score,New Orleans Pelicans,100.0,Chicago Bulls,107.0,,
"Sat, Dec 27, 2014",7:00 pm,Box Score,Orlando Magic,102.0,Charlotte Hornets,94.0,,
"Sat, Dec 27, 2014",10:30 pm,Box Score,Minnesota Timberwolves,97.0,Golden State Warriors,110.0,,
"Sat, Dec 27, 2014",3:30 pm,Box Score,Toronto Raptors,110.0,Los Angeles Clippers,98.0,,
"Sat, Dec 27, 2014",7:30 pm,Box Score,Memphis Grizzlies,103.0,Miami Heat,95.0,,
"Sat, Dec 27, 2014",8:30 pm,Box Score,Atlanta Hawks,90.0,Milwaukee Bucks,85.0,,
"Sat, Dec 27, 2014",10:00 pm,Box Score,New York Knicks,129.0,Sacramento Kings,135.0,OT,
"Sat, Dec 27, 2014",9:00 pm,Box Score,Philadelphia 76ers,71.0,Utah Jazz,88.0,,
"Sat, Dec 27, 2014",7:00 pm,Box Score,Boston Celtics,88.0,Washington Wizards,101.0,,
"Sun, Dec 28, 2014",4:30 pm,Box Score,Detroit Pistons,103.0,Cleveland Cavaliers,80.0,,
"Sun, Dec 28, 2014",7:30 pm,Box Score,Oklahoma City Thunder,107.0,Dallas Mavericks,112.0,,
"Sun, Dec 28, 2014",9:00 pm,Box Score,Toronto Raptors,116.0,Denver Nuggets,102.0,,
"Sun, Dec 28, 2014",9:30 pm,Box Score,Phoenix Suns,116.0,Los Angeles Lakers,107.0,,
"Sun, Dec 28, 2014",9:00 pm,Box Score,New York Knicks,79.0,Portland Trail Blazers,101.0,,
"Sun, Dec 28, 2014",7:00 pm,Box Score,Houston Rockets,106.0,San Antonio Spurs,110.0,,
"Mon, Dec 29, 2014",7:30 pm,Box Score,Sacramento Kings,99.0,Brooklyn Nets,107.0,,
"Mon, Dec 29, 2014",7:00 pm,Box Score,Milwaukee Bucks,104.0,Charlotte Hornets,94.0,OT,
"Mon, Dec 29, 2014",8:00 pm,Box Score,Washington Wizards,104.0,Houston Rockets,103.0,,
"Mon, Dec 29, 2014",7:00 pm,Box Score,Chicago Bulls,92.0,Indiana Pacers,90.0,,
"Mon, Dec 29, 2014",10:30 pm,Box Score,Utah Jazz,97.0,Los Angeles Clippers,101.0,,
"Mon, Dec 29, 2014",7:30 pm,Box Score,Orlando Magic,102.0,Miami Heat,101.0,,
"Tue, Dec 30, 2014",7:30 pm,Box Score,Cleveland Cavaliers,101.0,Atlanta Hawks,109.0,,
"Tue, Dec 30, 2014",8:00 pm,Box Score,Brooklyn Nets,96.0,Chicago Bulls,82.0,,
"Tue, Dec 30, 2014",8:30 pm,Box Score,Washington Wizards,87.0,Dallas Mavericks,114.0,,
"Tue, Dec 30, 2014",9:00 pm,Box Score,Los Angeles Lakers,111.0,Denver Nuggets,103.0,,
"Tue, Dec 30, 2014",10:30 pm,Box Score,Philadelphia 76ers,86.0,Golden State Warriors,126.0,,
"Tue, Dec 30, 2014",8:00 pm,Box Score,San Antonio Spurs,87.0,Memphis Grizzlies,95.0,,
"Tue, Dec 30, 2014",8:00 pm,Box Score,Phoenix Suns,106.0,New Orleans Pelicans,110.0,,
"Tue, Dec 30, 2014",7:00 pm,Box Score,Detroit Pistons,109.0,Orlando Magic,86.0,,
"Tue, Dec 30, 2014",10:00 pm,Box Score,Toronto Raptors,97.0,Portland Trail Blazers,102.0,OT,
"Tue, Dec 30, 2014",9:00 pm,Box Score,Minnesota Timberwolves,94.0,Utah Jazz,100.0,,
"Wed, Dec 31, 2014",1:00 pm,Box Score,Sacramento Kings,84.0,Boston Celtics,106.0,,
"Wed, Dec 31, 2014",7:00 pm,Box Score,Milwaukee Bucks,96.0,Cleveland Cavaliers,80.0,,
"Wed, Dec 31, 2014",7:00 pm,Box Score,Charlotte Hornets,83.0,Houston Rockets,102.0,,
"Wed, Dec 31, 2014",3:00 pm,Box Score,Miami Heat,95.0,Indiana Pacers,106.0,,
"Wed, Dec 31, 2014",6:00 pm,Box Score,New York Knicks,78.0,Los Angeles Clippers,99.0,,
"Wed, Dec 31, 2014",8:00 pm,Box Score,Phoenix Suns,134.0,Oklahoma City Thunder,137.0,OT,
"Wed, Dec 31, 2014",7:00 pm,Box Score,New Orleans Pelicans,93.0,San Antonio Spurs,95.0,OT,
January,,,,,,,,
"Thu, Jan 1, 2015",8:00 pm,Box Score,Denver Nuggets,101.0,Chicago Bulls,106.0,,
"Thu, Jan 1, 2015",8:00 pm,Box Score,Sacramento Kings,110.0,Minnesota Timberwolves,107.0,,
"Fri, Jan 2, 2015",7:30 pm,Box Score,Dallas Mavericks,119.0,Boston Celtics,101.0,,
"Fri, Jan 2, 2015",7:00 pm,Box Score,Cleveland Cavaliers,91.0,Charlotte Hornets,87.0,,
"Fri, Jan 2, 2015",10:30 pm,Box Score,Toronto Raptors,105.0,Golden State Warriors,126.0,,
"Fri, Jan 2, 2015",10:30 pm,Box Score,Memphis Grizzlies,109.0,Los Angeles Lakers,106.0,,
"Fri, Jan 2, 2015",8:30 pm,Box Score,Indiana Pacers,94.0,Milwaukee Bucks,91.0,,
"Fri, Jan 2, 2015",8:00 pm,Box Score,Houston Rockets,83.0,New Orleans Pelicans,111.0,,
"Fri, Jan 2, 2015",7:30 pm,Box Score,Detroit Pistons,97.0,New York Knicks,81.0,,
"Fri, Jan 2, 2015",8:00 pm,Box Score,Washington Wizards,102.0,Oklahoma City Thunder,109.0,,
